timestamp,vault_id,count,mean_s194,stddev_s194
2023-04-04T00:00:00.000000,1003,553,18.578661,5.064789
2023-04-04T00:00:00.000000,1012,551,30.580763,48.410446
2023-04-04T00:00:00.000000,1005,528,21.535984,7.72219
2023-04-04T00:00:00.000000,1014,547,26.01097,34.44229
2023-04-04T00:00:00.000000,1015,522,26.249043,19.301962
2023-04-04T00:00:00.000000,1000,553,22.379747,5.2879806
2023-04-04T00:00:00.000000,1010,569,22.131811,8.044138
2023-04-04T00:00:00.000000,1013,573,26.612566,22.530523
2023-04-04T00:00:00.000000,1018,579,28.0,18.601036
2023-04-04T00:00:00.000000,1007,576,26.487846,23.815825
2023-04-04T00:00:00.000000,1017,537,28.450651,28.433784
2023-04-04T00:00:00.000000,1001,527,18.56167,3.6769369
2023-04-04T00:00:00.000000,1011,568,26.427816,39.00183
2023-04-04T00:00:00.000000,1006,556,22.789568,14.658956
2023-04-04T00:00:00.000000,1008,552,30.259058,17.032526
2023-04-04T00:00:00.000000,1020,535,26.026169,28.533895
2023-04-05T00:00:00.000000,1013,540,26.712963,22.952795
2023-04-05T00:00:00.000000,1020,562,26.403915,28.635786
2023-04-05T00:00:00.000000,1005,562,21.411032,8.398668
2023-04-05T00:00:00.000000,1002,574,22.614983,6.679288
2023-04-05T00:00:00.000000,1018,543,28.27256,19.53897
2023-04-05T00:00:00.000000,1009,551,27.54628,10.001034
2023-04-05T00:00:00.000000,1011,559,25.982111,42.22866
2023-04-05T00:00:00.000000,1006,567,23.126984,16.752834
2023-04-05T00:00:00.000000,1017,548,28.226278,31.766317
2023-04-05T00:00:00.000000,1000,556,22.134892,5.6958327
2023-04-05T00:00:00.000000,1015,559,26.348837,17.99459
2023-04-05T00:00:00.000000,1012,571,30.366024,42.823994
2023-04-05T00:00:00.000000,1004,572,19.80944,7.5563445
2023-04-05T00:00:00.000000,1019,546,28.17033,32.35011
2023-04-05T00:00:00.000000,1016,524,27.23855,30.03279
2023-04-05T00:00:00.000000,1003,540,18.37963,5.3688445
2023-04-05T00:00:00.000000,1007,560,26.775,25.36366
2023-04-05T00:00:00.000000,1010,545,22.0789,7.5479035
2023-04-05T00:00:00.000000,1001,518,18.339767,3.1548278
2023-04-05T00:00:00.000000,1008,578,30.536333,17.200237
2023-04-05T00:00:00.000000,1014,546,26.223444,36.627728
2023-04-06T00:00:00.000000,1007,538,26.784386,22.942358
2023-04-06T00:00:00.000000,1017,549,28.703096,30.041174
2023-04-06T00:00:00.000000,1005,537,21.404097,8.590896
2023-04-06T00:00:00.000000,1014,525,26.550476,34.784595
2023-04-06T00:00:00.000000,1013,533,26.9212,20.507862
2023-04-06T00:00:00.000000,1018,521,28.564299,18.79481
2023-04-06T00:00:00.000000,1016,559,27.645796,28.962196
2023-04-06T00:00:00.000000,1012,554,30.608303,39.84116
2023-04-06T00:00:00.000000,1000,547,22.142595,6.0418234
2023-04-06T00:00:00.000000,1011,528,26.263258,44.66365
2023-04-06T00:00:00.000000,1020,561,26.424242,28.169394
2023-04-06T00:00:00.000000,1004,566,19.689047,8.069386
2023-04-06T00:00:00.000000,1003,554,18.323105,5.5183473
2023-04-06T00:00:00.000000,1002,570,22.507017,6.2674947
2023-04-06T00:00:00.000000,1010,540,22.109259,7.5528774
2023-04-06T00:00:00.000000,1008,532,30.5,15.137218
2023-04-06T00:00:00.000000,1019,554,28.52527,33.491238
2023-04-06T00:00:00.000000,1015,545,26.666056,17.701324
2023-04-06T00:00:00.000000,1006,540,23.05926,16.540934
2023-04-06T00:00:00.000000,1009,559,27.452595,10.058128
2023-04-06T00:00:00.000000,1001,552,18.219202,3.0697038
2023-04-07T00:00:00.000000,1001,553,18.207956,3.314801
2023-04-07T00:00:00.000000,1020,544,26.26103,30.99804
2023-04-07T00:00:00.000000,1018,528,27.94697,16.887339
2023-04-07T00:00:00.000000,1005,567,20.943563,6.5717707
2023-04-07T00:00:00.000000,1009,542,27.40037,9.930111
2023-04-07T00:00:00.000000,1006,535,23.013084,14.401698
2023-04-07T00:00:00.000000,1007,561,25.885918,21.908554
2023-04-07T00:00:00.000000,1016,541,27.179298,27.847704
2023-04-07T00:00:00.000000,1000,563,22.012434,6.005174
2023-04-07T00:00:00.000000,1002,555,22.522522,6.5594025
2023-04-07T00:00:00.000000,1008,531,30.118645,15.279709
2023-04-07T00:00:00.000000,1015,560,26.392857,16.481377
2023-04-07T00:00:00.000000,1012,585,30.51453,39.641243
2023-04-07T00:00:00.000000,1019,563,27.8135,27.920813
2023-04-07T00:00:00.000000,1011,541,26.197783,47.626316
2023-04-07T00:00:00.000000,1003,568,18.285212,5.2179503
2023-04-07T00:00:00.000000,1004,563,19.625221,7.7085648
2023-04-07T00:00:00.000000,1010,556,21.884892,7.4291964
2023-04-07T00:00:00.000000,1017,546,28.454212,32.84131
2023-04-07T00:00:00.000000,1014,554,26.397112,36.38382
2023-04-07T00:00:00.000000,1013,557,26.960503,20.350325
2023-04-08T00:00:00.000000,1004,537,19.629423,7.3133245
2023-04-08T00:00:00.000000,1002,550,22.652727,6.055765
2023-04-08T00:00:00.000000,1006,554,22.819494,13.739981
2023-04-08T00:00:00.000000,1005,546,21.047619,6.686377
2023-04-08T00:00:00.000000,1019,541,27.77634,27.608017
2023-04-08T00:00:00.000000,1011,538,26.503717,48.885674
2023-04-08T00:00:00.000000,1020,529,26.020794,29.880474
2023-04-08T00:00:00.000000,1008,556,29.606115,15.076869
2023-04-08T00:00:00.000000,1017,548,28.421534,29.867931
2023-04-08T00:00:00.000000,1012,555,30.554955,42.120853
2023-04-08T00:00:00.000000,1009,567,27.359789,9.683603
2023-04-08T00:00:00.000000,1010,536,21.99627,7.2089415
2023-04-08T00:00:00.000000,1018,536,27.990671,17.512972
2023-04-08T00:00:00.000000,1016,555,27.156757,27.634888
2023-04-08T00:00:00.000000,1015,553,26.358047,15.864569
2023-04-08T00:00:00.000000,1007,550,25.763636,20.256859
2023-04-08T00:00:00.000000,1013,529,26.725899,20.52033
2023-04-08T00:00:00.000000,1003,564,18.18617,5.2330713
2023-04-08T00:00:00.000000,1014,588,26.394558,31.415752
2023-04-08T00:00:00.000000,1001,541,18.09242,3.24839
2023-04-08T00:00:00.000000,1000,564,22.10461,5.3702626
2023-04-09T00:00:00.000000,1008,545,29.297247,15.985039
2023-04-09T00:00:00.000000,1016,560,27.264286,25.837296
2023-04-09T00:00:00.000000,1018,534,28.136703,16.86708
2023-04-09T00:00:00.000000,1015,546,26.454212,16.02446
2023-04-09T00:00:00.000000,1013,560,26.914286,20.064081
2023-04-09T00:00:00.000000,1012,567,30.534391,39.328182
2023-04-09T00:00:00.000000,1005,570,21.214035,7.4243646
2023-04-09T00:00:00.000000,1020,523,26.193117,33.662514
2023-04-09T00:00:00.000000,1011,559,26.307692,46.57438
2023-04-09T00:00:00.000000,1009,544,27.255514,9.26008
2023-04-09T00:00:00.000000,1006,551,22.744102,13.457202
2023-04-09T00:00:00.000000,1004,543,19.585636,7.410254
2023-04-09T00:00:00.000000,1002,571,22.647985,6.4697814
2023-04-09T00:00:00.000000,1001,557,18.172352,3.4101512
2023-04-09T00:00:00.000000,1017,544,28.477942,33.00319
2023-04-09T00:00:00.000000,1000,534,21.926966,5.940359
2023-04-09T00:00:00.000000,1010,546,21.875458,7.9515224
2023-04-09T00:00:00.000000,1007,532,25.516918,20.182045
2023-04-09T00:00:00.000000,1019,559,27.942755,27.660408
2023-04-09T00:00:00.000000,1003,556,18.246403,4.7396455
2023-04-09T00:00:00.000000,1014,530,26.656603,38.35378
2023-04-10T00:00:00.000000,1002,574,22.543554,7.0878243
2023-04-10T00:00:00.000000,1017,572,28.402098,29.240416
2023-04-10T00:00:00.000000,1016,543,27.39779,28.118006
2023-04-10T00:00:00.000000,1013,540,27.231482,22.403824
2023-04-10T00:00:00.000000,1011,550,26.265455,44.48226
2023-04-10T00:00:00.000000,1018,552,28.007246,16.811543
2023-04-10T00:00:00.000000,1015,538,26.314127,16.137384
2023-04-10T00:00:00.000000,1006,563,22.7016,14.500654
2023-04-10T00:00:00.000000,1004,556,19.838129,7.880273
2023-04-10T00:00:00.000000,1000,565,22.015928,5.700631
2023-04-10T00:00:00.000000,1007,536,25.83209,20.691956
2023-04-10T00:00:00.000000,1009,525,27.104761,9.465216
2023-04-10T00:00:00.000000,1020,542,26.241697,32.07258
2023-04-10T00:00:00.000000,1010,567,22.031746,7.826153
2023-04-10T00:00:00.000000,1012,565,30.543364,41.8021
2023-04-10T00:00:00.000000,1001,566,18.215548,3.1302176
2023-04-10T00:00:00.000000,1003,563,18.300179,4.959627
2023-04-10T00:00:00.000000,1008,563,29.367674,15.5078
2023-04-10T00:00:00.000000,1014,535,26.766356,37.760365
2023-04-10T00:00:00.000000,1019,542,27.944649,26.067047
2023-04-10T00:00:00.000000,1005,554,21.169676,7.4802356
2023-04-11T00:00:00.000000,1010,564,22.214539,7.664966
2023-04-11T00:00:00.000000,1007,542,25.802584,20.734089
2023-04-11T00:00:00.000000,1000,534,21.994383,5.7846127
2023-04-11T00:00:00.000000,1003,529,18.228733,4.962804
2023-04-11T00:00:00.000000,1006,556,22.881294,13.33483
2023-04-11T00:00:00.000000,1012,571,30.113836,35.452892
2023-04-11T00:00:00.000000,1020,560,26.110714,31.777027
2023-04-11T00:00:00.000000,1015,568,26.491198,16.33795
2023-04-11T00:00:00.000000,1011,544,26.382353,43.58175
2023-04-11T00:00:00.000000,1014,555,26.472073,34.20598
2023-04-11T00:00:00.000000,1008,547,29.259598,15.384163
2023-04-11T00:00:00.000000,1018,593,28.008432,17.401278
2023-04-11T00:00:00.000000,1004,579,19.74784,7.2939286
2023-04-11T00:00:00.000000,1013,558,26.944445,21.428814
2023-04-11T00:00:00.000000,1019,536,27.79291,25.884354
2023-04-11T00:00:00.000000,1017,556,28.345324,27.79442
2023-04-11T00:00:00.000000,1005,543,21.298342,7.461636
2023-04-11T00:00:00.000000,1001,519,18.188826,3.1936324
2023-04-11T00:00:00.000000,1016,562,27.489325,28.950954
2023-04-11T00:00:00.000000,1009,537,27.063314,9.180348
2023-04-11T00:00:00.000000,1002,560,22.469643,6.895507
2023-04-12T00:00:00.000000,1009,541,26.990757,7.8317075
2023-04-12T00:00:00.000000,1018,559,27.844364,17.32998
2023-04-12T00:00:00.000000,1001,587,18.264055,3.4788272
2023-04-12T00:00:00.000000,1008,550,28.9,16.857273
2023-04-12T00:00:00.000000,1020,556,25.904676,29.154583
2023-04-12T00:00:00.000000,1017,554,27.927797,29.579624
2023-04-12T00:00:00.000000,1013,524,26.67939,22.603315
2023-04-12T00:00:00.000000,1012,554,30.684116,41.7143
2023-04-12T00:00:00.000000,1000,544,22.060661,6.0606585
2023-04-12T00:00:00.000000,1011,555,26.245045,47.010223
2023-04-12T00:00:00.000000,1015,561,26.001783,15.4171095
2023-04-12T00:00:00.000000,1005,572,21.326923,7.552212
2023-04-12T00:00:00.000000,1007,571,25.656742,19.798111
2023-04-12T00:00:00.000000,1002,553,22.566004,6.5024247
2023-04-12T00:00:00.000000,1019,554,27.747292,28.340471
2023-04-12T00:00:00.000000,1014,583,26.056604,31.099712
2023-04-12T00:00:00.000000,1016,570,27.368422,29.176546
2023-04-12T00:00:00.000000,1010,565,22.086725,7.8951335
2023-04-12T00:00:00.000000,1006,553,22.793852,12.970161
2023-04-12T00:00:00.000000,1004,542,19.730627,7.5547447
2023-04-12T00:00:00.000000,1003,561,18.336899,5.214485
2023-04-13T00:00:00.000000,1016,578,27.752596,28.809032
2023-04-13T00:00:00.000000,1010,543,22.112339,7.7608604
2023-04-13T00:00:00.000000,1020,568,26.188381,31.26557
2023-04-13T00:00:00.000000,1014,579,26.778929,35.508987
2023-04-13T00:00:00.000000,1007,577,25.681108,20.075085
2023-04-13T00:00:00.000000,1002,544,22.529411,6.436635
2023-04-14T00:00:00.000000,1003,538,18.342007,5.1804285
2023-04-14T00:00:00.000000,1007,554,25.611914,20.786211
2023-04-14T00:00:00.000000,1018,544,28.012867,16.667114
2023-04-14T00:00:00.000000,1014,556,26.940647,36.210506
2023-04-14T00:00:00.000000,1017,532,28.674812,32.09914
2023-04-14T00:00:00.000000,1015,544,26.446692,16.699364
2023-04-14T00:00:00.000000,1013,543,27.353592,23.4293
2023-04-14T00:00:00.000000,1010,557,22.070019,7.7958155
2023-04-14T00:00:00.000000,1002,558,22.519712,6.5972815
2023-04-14T00:00:00.000000,1008,571,29.136602,15.827224
2023-04-14T00:00:00.000000,1020,571,26.136602,30.22302
2023-04-14T00:00:00.000000,1009,533,27.153847,8.411603
2023-04-14T00:00:00.000000,1004,552,19.809782,7.4583826
2023-04-14T00:00:00.000000,1006,566,22.863958,14.25181
2023-04-14T00:00:00.000000,1001,586,18.17918,3.3177235
2023-04-14T00:00:00.000000,1019,541,28.451017,30.595106
2023-04-14T00:00:00.000000,1000,540,22.105556,6.238858
2023-04-14T00:00:00.000000,1012,538,31.066914,40.46764
2023-04-14T00:00:00.000000,1005,531,21.224106,7.706839
2023-04-14T00:00:00.000000,1011,575,26.732174,52.359573
2023-04-14T00:00:00.000000,1016,561,27.540108,27.481903
2023-04-15T00:00:00.000000,1017,510,27.888235,29.809078
2023-04-15T00:00:00.000000,1006,525,22.933332,14.976508
2023-04-15T00:00:00.000000,1004,547,19.753199,7.867791
2023-04-15T00:00:00.000000,1020,538,25.561338,24.878208
2023-04-15T00:00:00.000000,1001,539,18.244898,3.4390974
2023-04-15T00:00:00.000000,1003,535,18.300934,5.6645784
2023-04-15T00:00:00.000000,1013,562,26.960854,29.151493
2023-04-15T00:00:00.000000,1008,565,29.092035,15.895954
2023-04-15T00:00:00.000000,1010,561,21.855616,7.3392243
2023-04-15T00:00:00.000000,1007,565,25.688496,21.690577
2023-04-15T00:00:00.000000,1018,567,27.611994,17.443808
2023-04-15T00:00:00.000000,1000,567,22.0194,5.828548
2023-04-15T00:00:00.000000,1019,525,28.041904,31.876339
2023-04-15T00:00:00.000000,1015,544,25.994486,16.10475
2023-04-15T00:00:00.000000,1002,537,22.506517,7.326308
2023-04-15T00:00:00.000000,1012,519,30.504816,40.982155
2023-04-15T00:00:00.000000,1009,574,27.142857,8.578895
2023-04-15T00:00:00.000000,1016,552,27.164856,29.57246
2023-04-15T00:00:00.000000,1005,549,21.112932,7.17486
2023-04-15T00:00:00.000000,1014,522,26.423372,36.669415
2023-04-15T00:00:00.000000,1011,542,25.708487,41.062622
2023-04-16T00:00:00.000000,1010,568,21.890844,7.808508
2023-04-16T00:00:00.000000,1002,569,22.434095,6.9908233
2023-04-16T00:00:00.000000,1007,535,25.75514,21.4821
2023-04-16T00:00:00.000000,1016,558,27.137993,28.298162
2023-04-16T00:00:00.000000,1020,538,25.931227,29.264788
2023-04-16T00:00:00.000000,1014,542,26.136532,32.483204
2023-04-17T00:00:00.000000,1006,548,22.569344,13.803586
2023-04-17T00:00:00.000000,1001,529,18.066162,3.3094223
2023-04-17T00:00:00.000000,1004,546,19.620878,7.425864
2023-04-17T00:00:00.000000,1017,540,28.818518,32.48188
2023-04-17T00:00:00.000000,1008,562,29.22064,16.203987
2023-04-17T00:00:00.000000,1002,573,22.488657,6.752489
2023-04-17T00:00:00.000000,1010,560,21.935715,7.9315815
2023-04-17T00:00:00.000000,1005,561,21.053476,7.42673
2023-04-17T00:00:00.000000,1015,553,26.61302,16.08171
2023-04-17T00:00:00.000000,1018,573,28.136126,18.428242
2023-04-17T00:00:00.000000,1019,545,27.998165,28.618345
2023-04-17T00:00:00.000000,1000,562,21.930605,6.1108427
2023-04-17T00:00:00.000000,1003,530,18.290565,5.836326
2023-04-17T00:00:00.000000,1013,563,27.64476,31.973272
2023-04-17T00:00:00.000000,1009,557,26.86176,7.5194893
2023-04-17T00:00:00.000000,1007,543,25.412523,21.59778
2023-04-17T00:00:00.000000,1014,564,26.643618,32.29675
2023-04-17T00:00:00.000000,1020,528,25.984848,30.64371
2023-04-17T00:00:00.000000,1011,546,25.747253,41.31707
2023-04-17T00:00:00.000000,1012,561,31.122995,37.733536
2023-04-17T00:00:00.000000,1016,559,27.300537,27.126135
2023-04-18T00:00:00.000000,1018,563,27.866785,17.9414
2023-04-18T00:00:00.000000,1016,565,27.215929,28.321516
2023-04-18T00:00:00.000000,1003,557,18.414722,5.793895
2023-04-18T00:00:00.000000,1020,550,25.912727,28.483292
2023-04-18T00:00:00.000000,1015,563,25.923624,15.374273
2023-04-18T00:00:00.000000,1008,563,29.211369,16.482855
2023-04-18T00:00:00.000000,1013,533,27.292683,33.347733
2023-04-18T00:00:00.000000,1019,526,27.885931,27.994593
2023-04-18T00:00:00.000000,1004,562,19.758007,7.6852117
2023-04-18T00:00:00.000000,1017,544,28.137867,30.398272
2023-04-18T00:00:00.000000,1006,552,23.063406,15.631849
2023-04-18T00:00:00.000000,1011,554,25.911552,44.448856
2023-04-18T00:00:00.000000,1012,558,30.537634,39.316685
2023-04-18T00:00:00.000000,1000,542,21.998156,6.171583
2023-04-18T00:00:00.000000,1005,542,21.169743,7.8235865
2023-04-18T00:00:00.000000,1014,556,26.206835,31.919449
2023-04-18T00:00:00.000000,1007,525,25.967619,21.528475
2023-04-18T00:00:00.000000,1002,547,22.559416,6.7181334
2023-04-18T00:00:00.000000,1009,523,26.678776,8.371003
2023-04-18T00:00:00.000000,1001,513,18.191032,3.207171
2023-04-18T00:00:00.000000,1010,535,21.826168,7.373521
2023-04-19T00:00:00.000000,1010,552,21.980072,7.6934433
2023-04-19T00:00:00.000000,1016,565,27.39292,30.762428
2023-04-19T00:00:00.000000,1006,561,23.085562,16.826904
2023-04-19T00:00:00.000000,1020,564,25.682625,27.245018
2023-04-19T00:00:00.000000,1014,561,26.475935,36.99452
2023-04-19T00:00:00.000000,1012,561,30.543673,40.608166
2023-04-19T00:00:00.000000,1009,542,26.920664,7.7372484
2023-04-19T00:00:00.000000,1001,550,18.229092,3.1911538
2023-04-19T00:00:00.000000,1019,556,27.778776,26.154297
2023-04-19T00:00:00.000000,1002,550,22.645454,6.6942973
2023-04-19T00:00:00.000000,1003,555,18.482883,5.658716
2023-04-19T00:00:00.000000,1004,561,19.827095,8.22144
2023-04-19T00:00:00.000000,1013,548,27.105839,31.76252
2023-04-19T00:00:00.000000,1011,562,25.86121,40.407784
2023-04-19T00:00:00.000000,1015,588,26.2534,16.427284
2023-04-19T00:00:00.000000,1008,567,29.130512,16.342754
2023-04-19T00:00:00.000000,1017,554,28.079422,27.311382
2023-04-19T00:00:00.000000,1018,559,27.740608,17.59819
2023-04-19T00:00:00.000000,1007,551,25.927404,20.470228
2023-04-19T00:00:00.000000,1000,537,22.068901,5.810895
2023-04-19T00:00:00.000000,1005,547,21.199268,8.097404
2023-04-20T00:00:00.000000,1015,546,26.289377,16.568275
2023-04-20T00:00:00.000000,1016,546,27.379122,27.612679
2023-04-20T00:00:00.000000,1001,529,18.26843,3.0092301
2023-04-20T00:00:00.000000,1003,564,18.551418,5.5913277
2023-04-20T00:00:00.000000,1012,570,30.585964,40.56542
2023-04-20T00:00:00.000000,1014,563,26.357016,33.86366
2023-04-20T00:00:00.000000,1007,535,25.897196,22.267937
2023-04-20T00:00:00.000000,1006,561,22.705883,13.4304285
2023-04-20T00:00:00.000000,1005,570,21.303509,8.148233
2023-04-20T00:00:00.000000,1020,564,25.578014,25.052423
2023-04-20T00:00:00.000000,1011,530,25.89434,43.573742
2023-04-20T00:00:00.000000,1002,544,22.751839,6.8336363
2023-04-20T00:00:00.000000,1008,560,29.18393,17.235813
2023-04-20T00:00:00.000000,1009,542,26.839483,7.9945297
2023-04-20T00:00:00.000000,1019,571,28.145359,30.00514
2023-04-20T00:00:00.000000,1013,545,27.113762,29.946692
2023-04-20T00:00:00.000000,1010,565,22.063717,7.415409
2023-04-20T00:00:00.000000,1004,573,19.844677,7.101529
2023-04-20T00:00:00.000000,1000,560,22.007143,5.2463775
2023-04-20T00:00:00.000000,1017,533,28.283302,29.46383
2023-04-20T00:00:00.000000,1018,541,27.985212,18.018265
2023-04-21T00:00:00.000000,1003,560,18.414286,5.28551
2023-04-21T00:00:00.000000,1020,539,26.15399,30.115435
2023-04-21T00:00:00.000000,1002,543,22.736649,6.7170177
2023-04-21T00:00:00.000000,1013,526,27.344107,32.153454
2023-04-21T00:00:00.000000,1007,535,25.930841,22.819515
2023-04-21T00:00:00.000000,1010,554,21.893501,7.1962395
2023-04-21T00:00:00.000000,1005,542,21.3893,8.953612
2023-04-21T00:00:00.000000,1000,549,22.253187,5.6535645
2023-04-21T00:00:00.000000,1017,521,28.47025,31.143549
2023-04-21T00:00:00.000000,1012,527,30.834915,43.568573
2023-04-21T00:00:00.000000,1006,587,23.091993,15.109084
2023-04-21T00:00:00.000000,1008,523,29.300192,15.957686
2023-04-21T00:00:00.000000,1016,548,27.330292,31.21755
2023-04-21T00:00:00.000000,1001,548,18.343065,3.4151525
2023-04-21T00:00:00.000000,1011,573,25.73822,42.08505
2023-04-21T00:00:00.000000,1019,553,27.681736,25.891476
2023-04-21T00:00:00.000000,1014,546,26.747253,41.393993
2023-04-21T00:00:00.000000,1015,573,26.212915,16.49917
2023-04-21T00:00:00.000000,1009,555,26.908108,8.198763
2023-04-21T00:00:00.000000,1004,548,19.928833,7.887271
2023-04-21T00:00:00.000000,1018,562,27.900356,17.651993
2023-04-22T00:00:00.000000,1009,538,26.79554,8.047415
2023-04-22T00:00:00.000000,1001,551,18.310345,3.2957006
2023-04-22T00:00:00.000000,1012,548,30.660583,39.508884
2023-04-22T00:00:00.000000,1013,554,27.229242,33.324703
2023-04-22T00:00:00.000000,1016,553,27.627487,30.512228
2023-04-22T00:00:00.000000,1015,550,25.987272,15.888929
2023-04-22T00:00:00.000000,1017,553,28.153708,28.810009
2023-04-22T00:00:00.000000,1008,551,29.283121,15.934361
2023-04-22T00:00:00.000000,1000,542,22.07749,6.001375
2023-04-22T00:00:00.000000,1010,529,22.054821,7.55276
2023-04-22T00:00:00.000000,1003,555,18.383783,5.1049623
2023-04-22T00:00:00.000000,1011,550,25.734545,37.231354
2023-04-22T00:00:00.000000,1018,531,28.079096,17.839317
2023-04-22T00:00:00.000000,1005,561,21.488413,9.0591345
2023-04-22T00:00:00.000000,1006,564,23.129433,16.736794
2023-04-22T00:00:00.000000,1007,544,26.128677,22.568
2023-04-22T00:00:00.000000,1019,568,28.047535,26.467812
2023-04-22T00:00:00.000000,1014,526,26.288973,31.494442
2023-04-22T00:00:00.000000,1004,561,19.809269,7.7621956
2023-04-22T00:00:00.000000,1020,520,25.78654,28.017897
2023-04-22T00:00:00.000000,1002,574,22.641115,6.8816547
2023-04-23T00:00:00.000000,1017,570,28.333334,29.330994
2023-04-23T00:00:00.000000,1007,571,25.97373,22.459906
2023-04-23T00:00:00.000000,1000,548,22.14051,5.737556
2023-04-23T00:00:00.000000,1010,585,22.23077,10.163839
2023-04-23T00:00:00.000000,1011,539,25.81076,40.958622
2023-04-23T00:00:00.000000,1001,556,18.219425,3.2719967
2023-04-23T00:00:00.000000,1008,557,29.56912,16.166227
2023-04-23T00:00:00.000000,1013,560,27.3375,32.49502
2023-04-23T00:00:00.000000,1019,550,28.314545,33.059242
2023-04-23T00:00:00.000000,1003,548,18.569344,5.128403
2023-04-23T00:00:00.000000,1006,539,23.205936,16.015104
2023-04-23T00:00:00.000000,1020,554,26.0,28.444044
2023-04-23T00:00:00.000000,1018,565,27.681416,16.733902
2023-04-23T00:00:00.000000,1012,556,30.86331,42.43455
2023-04-23T00:00:00.000000,1009,534,26.610487,7.7396655
