ts,vault_id,min,25perc,50perc,75perc,max,count
2023-04-02T00:00:00.000000,1090,12006,49473.5,49482.0,49510.332,49533,20
2023-04-02T00:00:00.000000,1111,4892,33650.5,39458.0,39470.0,39482,13
2023-04-03T00:00:00.000000,1115,12816,13987.25,16125.0,19692.25,23587,7
2023-04-02T00:00:00.000000,1114,16559,17393.0,18334.5,20277.0,23268,18
2023-04-02T00:00:00.000000,1093,16028,48528.0,48550.0,48573.5,48584,19
2023-04-02T00:00:00.000000,1101,14194,17718.25,19461.0,22936.0,27141,15
2023-04-02T00:00:00.000000,1104,13648,14195.5,15855.5,17536.5,21441,12
2023-04-02T00:00:00.000000,1107,15068,18472.75,22313.0,23461.75,23787,15
2023-04-02T00:00:00.000000,1094,15524,17004.5,19622.0,22513.0,24418,15
2023-04-02T00:00:00.000000,1091,35082,49171.0,49190.5,49198.0,49207,14
2023-04-02T00:00:00.000000,1105,7836,16811.0,18922.5,22881.5,43254,12
2023-04-02T00:00:00.000000,1108,15400,17081.0,19457.0,21765.0,24281,14
2023-04-02T00:00:00.000000,1097,17273,18250.0,19632.0,22592.0,76380,20
2023-04-02T00:00:00.000000,1110,16333,17004.0,20690.5,22922.0,26731,14
2023-04-02T00:00:00.000000,1103,13319,14204.75,18070.0,21793.166,24606,13
2023-04-02T00:00:00.000000,1102,14889,17837.0,21343.0,22298.0,24138,18
2023-04-02T00:00:00.000000,1098,14875,17507.75,20362.0,22577.25,24841,21
2023-04-02T00:00:00.000000,1120,4507,36018.668,36041.75,36047.0,36076,26
2023-04-02T00:00:00.000000,1096,47071,47078.5,47101.0,47115.5,52871,12
2023-04-02T00:00:00.000000,1118,285,37542.332,37552.0,37575.332,37588,22
2023-04-02T00:00:00.000000,1106,15362,16713.25,17724.0,21198.5,24321,17
2023-04-02T00:00:00.000000,1116,13371,17349.0,18384.0,19587.0,37679,19
2023-04-02T00:00:00.000000,1117,6201,17947.0,19804.5,21967.0,24140,20
2023-04-02T00:00:00.000000,1112,16337,17877.0,19161.5,21307.0,25105,14
2023-04-02T00:00:00.000000,1095,15857,17834.5,22117.0,24662.75,25245,21
2023-04-02T00:00:00.000000,1099,14137,15848.5,17883.0,22906.25,29427,17
2023-04-01T00:00:00.000000,1113,80,38440.215,38448.33,38459.21,67990,746
2023-04-01T00:00:00.000000,1100,2823,18670.555,20495.834,23729.125,72014,714
2023-04-01T00:00:00.000000,1096,47,47051.273,47056.31,47063.086,69690,713
2023-04-01T00:00:00.000000,1097,78,18197.406,21178.955,23037.125,77804,729
2023-04-01T00:00:00.000000,1106,95,16372.1875,18359.99,21149.637,76511,734
2023-04-01T00:00:00.000000,1114,1660,17536.512,18724.623,21589.834,81516,715
2023-04-01T00:00:00.000000,1111,570,39381.414,39398.4,39406.547,39417,731
2023-04-01T00:00:00.000000,1090,111,49426.523,49447.395,49455.28,75989,736
2023-04-01T00:00:00.000000,1115,602,14970.25,17033.605,21350.834,38060,728
2023-04-01T00:00:00.000000,1119,253,17481.703,18654.6,22135.312,36794,747
2023-04-01T00:00:00.000000,1107,558,16148.417,17848.76,22265.695,42896,743
2023-04-01T00:00:00.000000,1099,428,14959.344,18014.223,22716.865,76005,717
2023-04-01T00:00:00.000000,1091,139,49141.492,49146.293,49150.973,61178,730
2023-04-01T00:00:00.000000,1104,95,14794.22,17490.486,21691.12,45042,725
2023-04-01T00:00:00.000000,1120,94,35992.516,35997.086,36001.695,42532,717
2023-04-01T00:00:00.000000,1117,125,17976.0,20382.938,22210.25,37638,744
2023-04-01T00:00:00.000000,1101,356,15625.56,18030.396,22279.2,45754,714
2023-04-01T00:00:00.000000,1108,665,16800.0,19218.926,22862.45,41573,724
2023-04-01T00:00:00.000000,1092,110,48858.035,48863.293,48867.98,60002,745
2023-04-01T00:00:00.000000,1102,2773,17770.35,20856.143,23585.209,71085,769
2023-04-01T00:00:00.000000,1116,380,15437.272,17527.8,20779.72,85188,757
2023-04-01T00:00:00.000000,1103,188,14362.703,17861.334,21084.26,70511,741
2023-04-01T00:00:00.000000,1118,127,37501.844,37506.402,37510.684,37526,733
2023-04-01T00:00:00.000000,1109,95,17397.4,19510.88,21714.963,84375,758
2023-04-01T00:00:00.000000,1112,142,17180.64,18643.574,22591.56,51007,745
2023-04-01T00:00:00.000000,1105,95,17396.5,19256.666,22258.094,43248,745
2023-04-01T00:00:00.000000,1110,267,17135.965,18617.78,22575.562,69759,759
2023-04-01T00:00:00.000000,1094,519,16524.7,17936.857,20934.715,44624,722
2023-04-01T00:00:00.000000,1098,4021,17695.867,20850.871,23010.914,47505,742
2023-04-01T00:00:00.000000,1093,215,48495.71,48500.71,48505.797,48514,751
2023-04-01T00:00:00.000000,1095,381,16492.2,18616.5,22355.0,45442,742
2023-04-02T00:00:00.000000,1113,47,38490.125,38513.766,38522.773,68458,1139
2023-04-02T00:00:00.000000,1104,174,14867.881,17531.666,21732.893,45112,1133
2023-04-02T00:00:00.000000,1093,78,48544.023,48568.426,48576.324,67739,1147
2023-04-02T00:00:00.000000,1110,126,17246.104,18648.58,22632.742,69807,1136
2023-04-02T00:00:00.000000,1095,444,16586.523,18696.348,22424.0,45521,1146
2023-04-02T00:00:00.000000,1111,174,39437.22,39456.81,39474.895,39490,1137
2023-04-02T00:00:00.000000,1096,126,47107.63,47125.414,47133.715,69853,1155
2023-04-02T00:00:00.000000,1117,126,18044.27,20612.889,22504.834,37713,1144
2023-04-02T00:00:00.000000,1090,63,49479.19,49507.24,49526.645,76641,1130
2023-04-02T00:00:00.000000,1092,16,48906.32,48926.742,48935.68,60081,1145
2023-04-02T00:00:00.000000,1094,550,16693.863,18021.197,21569.746,44688,1131
2023-04-02T00:00:00.000000,1102,142,17897.008,21786.928,23639.645,71165,1141
2023-04-02T00:00:00.000000,1103,251,14877.48,18097.861,21237.754,70574,1143
2023-04-02T00:00:00.000000,1114,1723,17393.334,18678.742,21629.408,38867,1132
2023-04-02T00:00:00.000000,1105,174,17465.572,19273.55,22305.309,43327,1142
2023-04-02T00:00:00.000000,1118,31,37552.27,37573.285,37579.81,37590,1137
2023-04-02T00:00:00.000000,1098,2006,17771.898,21078.883,23056.893,70387,1131
2023-04-02T00:00:00.000000,1101,435,15701.86,19214.564,22956.242,45822,1145
2023-04-02T00:00:00.000000,1115,618,14967.633,17047.223,21371.703,38139,1156
2023-04-02T00:00:00.000000,1120,142,36042.04,36059.22,36069.76,42579,1151
2023-04-02T00:00:00.000000,1091,47,49192.98,49207.69,49218.844,77606,1135
2023-04-02T00:00:00.000000,1108,127,17061.04,20373.727,22933.307,41646,1147
2023-04-02T00:00:00.000000,1119,332,17441.459,18780.578,22227.83,36947,1153
2023-04-02T00:00:00.000000,1112,221,17227.19,18677.348,22635.424,51071,1151
2023-04-02T00:00:00.000000,1107,206,16563.688,17907.889,22335.766,42966,1141
2023-04-02T00:00:00.000000,1106,3222,16698.605,18413.125,21212.219,76782,1142
2023-04-02T00:00:00.000000,1099,507,15431.986,18088.754,22795.084,76084,1161
2023-04-02T00:00:00.000000,1116,459,15504.0,17633.562,20815.7,85236,1136
2023-04-02T00:00:00.000000,1100,775,18721.291,20476.164,23781.963,72014,1143
2023-04-02T00:00:00.000000,1097,157,18270.943,21226.66,23089.723,77883,1147
2023-04-02T00:00:00.000000,1109,158,17492.316,19720.945,22634.748,84564,1146
2023-04-05T00:00:00.000000,1091,79,49263.16,49284.17,49293.344,77685,1134
2023-04-05T00:00:00.000000,1110,190,17278.285,18612.572,22680.934,69870,1132
2023-04-05T00:00:00.000000,1098,2085,17843.89,21001.848,23117.857,70450,1150
2023-04-05T00:00:00.000000,1101,514,15867.705,19283.293,23032.54,45896,1143
2023-04-05T00:00:00.000000,1107,285,16292.959,17990.455,22408.617,43038,1145
2023-04-05T00:00:00.000000,1102,2931,17910.88,21491.969,23708.059,71227,1144
2023-04-05T00:00:00.000000,1095,551,16845.9,18769.174,22495.0,45585,1132
2023-04-05T00:00:00.000000,1113,16,38566.5,38587.062,38596.312,68505,1143
2023-04-05T00:00:00.000000,1118,16,37624.27,37644.387,37651.47,37667,1134
2023-04-05T00:00:00.000000,1100,31,18789.01,20545.855,23848.297,72014,1152
2023-04-05T00:00:00.000000,1108,190,17126.102,20455.227,23007.543,41716,1129
2023-04-05T00:00:00.000000,1111,237,39506.43,39526.56,39545.96,39561,1154
2023-04-05T00:00:00.000000,1115,760,15093.141,17027.9,21439.621,38202,1142
2023-04-05T00:00:00.000000,1119,348,17519.844,18791.945,22788.848,36939,1138
2023-04-05T00:00:00.000000,1112,284,17109.197,18744.715,22717.25,39258,1121
2023-04-05T00:00:00.000000,1103,329,14967.839,18180.83,21320.932,70654,1137
2023-04-05T00:00:00.000000,1109,237,17544.5,20340.557,22713.875,84659,1152
2023-04-05T00:00:00.000000,1120,187,36114.55,36134.22,36141.965,42658,1136
2023-04-05T00:00:00.000000,1099,539,15344.15,18142.945,22852.094,76147,1141
2023-04-05T00:00:00.000000,1094,1330,16812.309,18094.152,21645.781,44772,1130
2023-04-05T00:00:00.000000,1116,507,15570.111,17771.438,20896.285,85331,1138
2023-04-05T00:00:00.000000,1093,109,48616.29,48639.547,48647.445,67849,1136
2023-04-05T00:00:00.000000,1090,79,49552.484,49577.86,49596.31,76719,1135
2023-04-05T00:00:00.000000,1092,128,48977.85,49001.195,49009.94,60144,1138
2023-04-05T00:00:00.000000,1104,206,14938.333,17605.873,21814.312,45185,1150
2023-04-05T00:00:00.000000,1106,48,16609.506,18496.408,21280.945,76909,1149
2023-04-05T00:00:00.000000,1105,205,17534.154,19158.508,22365.732,68691,1142
2023-04-05T00:00:00.000000,1096,204,47174.195,47195.027,47203.57,69916,1144
2023-04-05T00:00:00.000000,1114,834,17468.428,18829.055,21697.25,81657,1128
2023-04-05T00:00:00.000000,1097,222,18342.25,21304.223,23161.875,77931,1132
2023-04-05T00:00:00.000000,1117,884,18113.46,20525.639,22562.246,37776,1138
2023-04-08T00:00:00.000000,1111,316,39577.832,39599.332,39617.41,39632,1149
2023-04-08T00:00:00.000000,1115,824,15009.75,17162.162,21500.625,38250,1140
2023-04-08T00:00:00.000000,1106,317,16576.467,18554.75,21371.164,76988,1146
2023-04-08T00:00:00.000000,1097,285,18412.533,21299.334,23205.594,78025,1146
2023-04-08T00:00:00.000000,1119,443,17588.404,18864.148,22847.574,37090,1147
2023-04-08T00:00:00.000000,1101,561,15850.5205,19359.318,23112.72,45969,1147
2023-04-08T00:00:00.000000,1091,101,49336.098,49355.348,49364.664,77765,1137
2023-04-08T00:00:00.000000,1104,269,15373.875,17678.475,21881.213,45264,1131
2023-04-08T00:00:00.000000,1110,221,17352.3,18813.25,22763.156,69950,1147
2023-04-08T00:00:00.000000,1114,912,17535.148,18691.12,21763.334,39009,1136
2023-04-08T00:00:00.000000,1112,363,17332.143,18820.297,22793.361,51214,1147
2023-04-08T00:00:00.000000,1099,31,15567.218,18232.607,22944.703,76241,1136
2023-04-08T00:00:00.000000,1090,31,49623.066,49650.66,49668.76,76782,1145
2023-04-08T00:00:00.000000,1116,602,15638.518,17541.877,20966.025,85394,1141
2023-04-08T00:00:00.000000,1098,2132,17919.416,21124.473,23202.291,70529,1147
2023-04-08T00:00:00.000000,1095,79,17020.5,18838.023,22560.115,45632,1149
2023-04-08T00:00:00.000000,1108,222,17067.232,20202.668,23079.924,41787,1155
2023-04-08T00:00:00.000000,1105,284,17607.518,19676.484,22440.766,68739,1141
2023-04-08T00:00:00.000000,1117,79,18183.633,20750.34,22674.496,37852,1154
2023-04-08T00:00:00.000000,1120,297,36185.895,36203.0,36213.457,42722,1147
2023-04-08T00:00:00.000000,1092,189,49049.895,49072.0,49080.844,60207,1154
2023-04-08T00:00:00.000000,1103,376,15043.778,18249.889,21390.996,70669,1143
2023-04-08T00:00:00.000000,1096,550,47247.3,47267.035,47274.613,69995,1145
2023-04-08T00:00:00.000000,1100,79,18880.764,20618.111,23926.406,72014,1141
2023-04-08T00:00:00.000000,1113,31,38638.832,38658.02,38669.363,68615,1128
2023-04-08T00:00:00.000000,1109,285,17616.154,20103.385,22782.838,84706,1138
2023-04-08T00:00:00.000000,1094,740,16858.549,18160.307,21725.684,44835,1143
2023-04-08T00:00:00.000000,1118,31,37696.133,37715.883,37722.98,37735,1133
2023-04-08T00:00:00.000000,1093,46,48686.61,48710.71,48718.67,67911,1146
2023-04-08T00:00:00.000000,1107,301,16558.5,18061.25,22473.5,43110,1156
2023-04-08T00:00:00.000000,1102,333,17984.715,21949.256,23771.625,71305,1144
2023-04-11T00:00:00.000000,1119,490,17639.574,19186.215,22933.037,37137,1034
2023-04-11T00:00:00.000000,1107,380,16415.836,18098.162,22526.416,43156,1031
2023-04-11T00:00:00.000000,1109,364,17664.732,19862.14,22857.238,84754,1014
2023-04-11T00:00:00.000000,1091,31,49391.5,49409.324,49416.2,77812,1046
2023-04-11T00:00:00.000000,1093,16,48742.75,48762.484,48768.88,67974,1026
2023-04-11T00:00:00.000000,1111,364,39639.2,39649.27,39666.15,39680,1013
2023-04-11T00:00:00.000000,1120,32,36239.89,36259.727,36266.355,42801,1028
2023-04-11T00:00:00.000000,1108,316,17221.176,20584.111,23135.924,41839,1031
2023-04-11T00:00:00.000000,1101,640,16085.0,19435.006,23162.062,46007,1035
2023-04-11T00:00:00.000000,1097,348,18459.834,21403.848,23275.924,78041,1039
2023-04-11T00:00:00.000000,1110,47,17400.66,18849.625,22815.934,69997,1045
2023-04-11T00:00:00.000000,1092,238,49103.016,49122.633,49131.402,60285,1006
2023-04-11T00:00:00.000000,1115,871,15198.533,17128.0,21547.678,38329,1039
2023-04-11T00:00:00.000000,1104,32,15564.611,17749.225,21936.02,45312,1033
2023-04-11T00:00:00.000000,1099,713,15622.559,18278.371,22988.514,76257,1020
2023-04-11T00:00:00.000000,1116,991,15794.37,17628.4,19784.6,73027,1030
2023-04-11T00:00:00.000000,1095,127,16751.8,18904.79,22620.957,45685,1004
2023-04-11T00:00:00.000000,1105,330,17658.918,19276.807,22509.389,68818,1012
2023-04-11T00:00:00.000000,1112,411,17421.795,18902.814,22858.227,51261,1045
2023-04-11T00:00:00.000000,1098,2195,17958.54,21135.03,23260.6,70576,1028
2023-04-11T00:00:00.000000,1103,423,15091.9795,18290.674,21438.8,70764,1066
2023-04-11T00:00:00.000000,1100,997,18781.54,20666.348,23972.316,69353,1047
2023-04-11T00:00:00.000000,1096,315,47299.855,47315.805,47323.23,70041,1019
2023-04-11T00:00:00.000000,1118,31,37749.06,37765.312,37771.566,37783,1014
2023-04-11T00:00:00.000000,1102,380,18035.264,21765.629,23839.21,45989,1027
2023-04-11T00:00:00.000000,1106,79,16631.883,18602.977,21413.975,77035,1033
2023-04-11T00:00:00.000000,1114,928,17643.35,18956.617,21629.363,81752,1010
2023-04-11T00:00:00.000000,1113,47,38695.65,38709.613,38719.734,68647,1016
2023-04-11T00:00:00.000000,1094,802,16933.082,18219.244,21768.1,44883,1012
2023-04-11T00:00:00.000000,1117,127,18232.232,20707.758,22724.834,37899,1000
2023-04-11T00:00:00.000000,1090,78,49677.793,49702.574,49720.09,76845,987
2023-04-14T00:00:00.000000,1119,47,17711.143,18984.832,22921.027,37216,1033
2023-04-14T00:00:00.000000,1091,126,49463.76,49481.277,49488.945,77891,1030
2023-04-14T00:00:00.000000,1094,865,17006.566,18221.533,21826.352,44962,1033
2023-04-14T00:00:00.000000,1093,78,48813.48,48835.016,48841.777,68036,1041
2023-04-14T00:00:00.000000,1111,919,39712.14,39721.277,39738.723,39752,999
2023-04-14T00:00:00.000000,1104,412,15672.542,17824.875,22029.896,45379,1026
2023-04-14T00:00:00.000000,1096,362,47373.5,47387.727,47395.37,70090,1032
2023-04-14T00:00:00.000000,1114,31,17657.207,18808.203,21846.324,39182,1042
2023-04-14T00:00:00.000000,1095,174,17060.764,18972.125,22686.389,45759,1030
2023-04-14T00:00:00.000000,1109,427,17738.527,20633.592,22934.531,84817,1013
2023-04-14T00:00:00.000000,1105,408,17735.613,19630.3,22588.812,68865,1017
2023-04-14T00:00:00.000000,1115,919,15289.333,17314.73,21641.834,38392,1050
2023-04-14T00:00:00.000000,1108,379,17325.666,20652.984,23213.688,41912,1028
2023-04-14T00:00:00.000000,1090,142,49750.777,49775.41,49791.195,76908,1008
2023-04-14T00:00:00.000000,1098,4338,18033.584,21263.857,23353.688,70655,1023
2023-04-14T00:00:00.000000,1116,728,15751.418,17654.582,19848.166,85504,1028
2023-04-14T00:00:00.000000,1120,16,36313.113,36330.082,36337.777,42848,1005
2023-04-14T00:00:00.000000,1117,144,18305.934,20713.941,22789.875,37982,1014
2023-04-14T00:00:00.000000,1103,31,14698.852,18371.375,21527.008,70828,1025
2023-04-14T00:00:00.000000,1112,459,17460.375,18968.623,22925.916,51309,1030
2023-04-14T00:00:00.000000,1118,110,37821.1,37838.16,37843.78,37856,1036
2023-04-14T00:00:00.000000,1110,380,17474.55,18959.23,22862.1,63526,1019
2023-04-14T00:00:00.000000,1102,63,18102.242,21955.867,23915.809,71431,1029
2023-04-14T00:00:00.000000,1107,459,16485.285,18174.76,22586.0,43234,1008
2023-04-14T00:00:00.000000,1099,776,15668.31,18349.324,23058.658,76336,1003
2023-04-14T00:00:00.000000,1101,703,15962.233,19486.938,23243.084,46086,1020
2023-04-14T00:00:00.000000,1113,32,38765.844,38780.895,38790.72,68725,1018
2023-04-14T00:00:00.000000,1100,1061,18993.361,20739.0,24054.0,72014,1001
2023-04-14T00:00:00.000000,1097,411,18534.732,21411.268,23346.324,78152,1010
2023-04-14T00:00:00.000000,1092,330,49178.5,49195.516,49202.69,60337,1024
2023-04-14T00:00:00.000000,1106,222,16707.125,18675.889,21488.75,77114,1021
2023-04-17T00:00:00.000000,1091,220,49551.22,49573.14,49580.65,77971,1142
2023-04-17T00:00:00.000000,1117,145,18403.824,20810.0,22871.258,38077,1150
2023-04-17T00:00:00.000000,1099,237,15788.208,18445.69,23152.62,69526,1148
2023-04-17T00:00:00.000000,1114,63,17753.988,18990.438,21988.865,81941,1144
2023-04-17T00:00:00.000000,1109,507,17834.775,20727.488,23003.969,84943,1142
2023-04-17T00:00:00.000000,1119,158,17803.08,19078.0,22686.72,37264,1143
2023-04-17T00:00:00.000000,1112,554,17479.762,19035.812,23011.771,51404,1162
2023-04-17T00:00:00.000000,1107,570,16583.934,18271.42,22691.12,43327,1133
2023-04-17T00:00:00.000000,1096,807,47461.5,47482.984,47490.83,70185,1128
2023-04-17T00:00:00.000000,1092,32,49266.0,49289.855,49296.973,60400,1132
2023-04-17T00:00:00.000000,1118,96,37912.04,37932.117,37939.016,37953,1133
2023-04-17T00:00:00.000000,1116,48,15826.28,17739.79,20345.5,85615,1139
2023-04-17T00:00:00.000000,1101,798,16083.14,19578.041,23321.592,46187,1140
2023-04-17T00:00:00.000000,1098,2354,18128.127,21329.666,23327.615,70750,1117
2023-04-17T00:00:00.000000,1097,490,18626.54,21516.785,23438.5,78231,1138
2023-04-17T00:00:00.000000,1106,222,16802.166,18751.857,21566.11,77178,1153
2023-04-17T00:00:00.000000,1090,8,49839.176,49866.09,49885.957,76971,1131
2023-04-17T00:00:00.000000,1094,960,17006.445,18371.16,21935.416,45057,1132
2023-04-17T00:00:00.000000,1105,47,17828.99,19590.072,22663.654,68961,1132
2023-04-17T00:00:00.000000,1108,474,17346.02,20741.898,23300.059,42003,1149
2023-04-17T00:00:00.000000,1113,16,38853.35,38874.586,38885.258,68432,1135
2023-04-17T00:00:00.000000,1100,268,19095.578,20836.6,24139.0,72014,1158
2023-04-17T00:00:00.000000,1115,1046,15314.537,17412.738,21729.156,38472,1141
2023-04-17T00:00:00.000000,1093,48,48903.977,48926.52,48934.09,68130,1133
2023-04-17T00:00:00.000000,1120,32,36405.5,36424.4,36431.63,42973,1131
2023-04-17T00:00:00.000000,1104,174,15228.34,17900.182,22102.777,45472,1148
2023-04-17T00:00:00.000000,1102,94,18204.438,21838.973,23996.225,71462,1148
2023-04-17T00:00:00.000000,1110,475,17565.92,19038.504,22993.0,70171,1140
2023-04-17T00:00:00.000000,1111,539,39797.684,39815.707,39834.383,39849,1141
2023-04-17T00:00:00.000000,1103,95,15245.08,18450.586,21603.875,70891,1136
2023-04-17T00:00:00.000000,1095,95,17077.084,19051.824,22776.941,45870,1152
2023-04-20T00:00:00.000000,1097,553,18702.943,21639.152,23519.281,77156,1134
2023-04-20T00:00:00.000000,1103,174,15309.125,18517.547,21686.996,71018,1141
2023-04-20T00:00:00.000000,1098,2401,18202.953,21423.6,23476.0,70782,1138
2023-04-20T00:00:00.000000,1092,47,49339.195,49359.78,49368.184,60507,1149
2023-04-20T00:00:00.000000,1091,267,49623.39,49638.703,49651.184,78050,1137
2023-04-20T00:00:00.000000,1113,47,38925.223,38944.707,38955.285,68898,1141
2023-04-20T00:00:00.000000,1106,316,17038.242,18851.121,21654.428,77273,1134
2023-04-20T00:00:00.000000,1118,63,37984.895,38003.95,38010.7,38023,1143
2023-04-20T00:00:00.000000,1111,602,39867.625,39887.76,39906.27,39922,1160
2023-04-20T00:00:00.000000,1102,126,18276.027,22231.416,24071.678,71573,1141
2023-04-20T00:00:00.000000,1108,505,17493.01,20826.111,23389.105,42078,1145
2023-04-20T00:00:00.000000,1096,15,47535.598,47554.406,47563.4,70280,1153
2023-04-20T00:00:00.000000,1112,633,17461.209,19115.477,23077.621,51500,1135
2023-04-20T00:00:00.000000,1105,47,17892.102,19589.97,22715.238,69056,1149
2023-04-20T00:00:00.000000,1114,141,17827.543,19185.498,22062.875,82020,1144
2023-04-20T00:00:00.000000,1120,32,36476.59,36493.9,36502.824,43021,1156
2023-04-20T00:00:00.000000,1115,1109,15300.5,17363.459,21792.46,38566,1132
2023-04-20T00:00:00.000000,1099,316,15851.096,18517.916,23227.602,76509,1123
2023-04-20T00:00:00.000000,1107,1053,16752.37,18336.666,22765.6,43402,1148
2023-04-20T00:00:00.000000,1094,1007,17084.477,18449.191,22012.95,45131,1147
2023-04-20T00:00:00.000000,1095,174,17294.148,19148.115,22844.135,45949,1155
2023-04-20T00:00:00.000000,1104,142,15298.888,17597.055,21986.146,45548,1139
2023-04-20T00:00:00.000000,1117,160,18473.51,21047.055,22957.305,38141,1133
2023-04-20T00:00:00.000000,1090,8,49910.76,49937.438,49956.18,77082,1145
2023-04-20T00:00:00.000000,1101,1,16180.748,19656.113,23396.367,46250,1133
2023-04-20T00:00:00.000000,1119,205,17878.207,19280.406,22986.795,37375,1139
2023-04-20T00:00:00.000000,1116,16,15917.074,17818.195,20501.973,85694,1137
2023-04-20T00:00:00.000000,1109,570,17908.834,20787.05,23085.516,84959,1132
2023-04-20T00:00:00.000000,1093,31,48975.555,48994.566,49005.656,68176,1142
2023-04-20T00:00:00.000000,1100,362,19154.27,20909.955,24212.893,72014,1139
2023-04-20T00:00:00.000000,1110,285,17667.355,19042.83,22995.229,70219,1132
